Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Dec 16, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,seint makeup,228,2,0.8772%,$1.20,2.40,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,seint products makeup pallets,5,1,20.0000%,$1.19,1.19,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,she glam contour,2,1,50.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,shell pink liquid makeup corrector,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,shimmering skin,4,1,25.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,skin moisturizer for laura mercier,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,stain makeup,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,talc free makeup,1,1,100.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,tarte juicy lip,8,1,12.5000%,$0.59,0.59,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,taste beauty makeup,1,1,100.0000%,$1.41,1.41,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,teen girls face products,5,2,40.0000%,$0.90,1.80,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,tik tok makeup must haves,1,1,100.0000%,$0.61,0.61,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,tint makeup,1,1,100.0000%,$1.20,1.20,28.00,4.2857%,23.33,1,1,100.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,ulta beauty gift set,9,1,11.1111%,$1.39,1.39,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,under 5.00,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,w7 makeup,2,1,50.0000%,$0.62,0.62,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Makeup""",-,womens full makeup case,14,1,7.1429%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,48 hr lipstick,1,1,100.0000%,$1.35,1.35,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,beauty box,1,1,100.0000%,$0.76,0.76,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,best lipstick,14,1,7.1429%,$1.08,1.08,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,bitzy makeup,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,black blush wet and wild,1,1,100.0000%,$0.75,0.75,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,brilliant de labios rojo brillante,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,bronze lipstick,5,1,20.0000%,$1.34,1.34,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,burt's bees lipstick,18,1,5.5556%,$1.34,1.34,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,capsule mini lipstick for dark skin,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,charlotte tilbury,17,1,5.8824%,$0.47,0.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,clearance items under 5 dollars free shipping,2,1,50.0000%,$0.53,0.53,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,color changing lip gloss,12,1,8.3333%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,color changing lipstick,19,1,5.2632%,$0.97,0.97,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,color your world lipstick,4,1,25.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,cosmetics mac,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,covergirl lipstick 415,2,1,50.0000%,$1.35,1.35,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,crystal cosmetics,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,dageda juego de lapiz labial,3,1,33.3333%,$1.38,1.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,dageda lipstick,16,1,6.2500%,$0.88,0.88,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,dark skin women lipsticks,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,deep berry matte lipstick,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,ewg makeup,1,1,100.0000%,$0.95,0.95,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,generation z glassier lipstick,1,1,100.0000%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,gr cosmetics,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,gray lipstick,1,1,100.0000%,$0.57,0.57,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,green lipstick that turns pink,4,1,25.0000%,$0.68,0.68,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,jenner cosmetics,3,1,33.3333%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,kat von d lipstick,2,1,50.0000%,$0.75,0.75,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,kylie jenner make up,3,1,33.3333%,$1.38,1.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,labiales de larga duración y con hp,4,1,25.0000%,$1.41,1.41,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lafz cherry lipstick,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lancome lipsticks,1,1,100.0000%,$1.38,1.38,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,light peach lip stick,4,1,25.0000%,$1.39,1.39,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lip kits,5,1,20.0000%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lip liner and gloss set,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lip stain long lasting waterproof,2,1,50.0000%,$1.50,1.50,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick,36,1,2.7778%,$1.19,1.19,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick bundle,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick carousel,2,1,50.0000%,$0.60,0.60,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick for black people,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick for older women 60 plus,7,2,28.5714%,$0.95,1.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick queen bee,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick rose color,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick set long lasting,1,1,100.0000%,$1.00,1.00,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipstick that stays on all day,2,1,50.0000%,$1.14,1.14,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lipsticks for mature women only,1,1,100.0000%,$1.29,1.29,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lisa eldridge lipstick,3,1,33.3333%,$1.62,1.62,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,lorac cosmetics,1,1,100.0000%,$0.67,0.67,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,mac womens makeup set,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,magic lipstick color change long lasting,2,2,100.0000%,$1.26,2.52,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,make up lots,1,1,100.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,make up sets for women,4,1,25.0000%,$1.34,1.34,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,makeup bundle for women,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,makeup different color lipsticks,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,makeup nyx lipstick,1,1,100.0000%,$1.10,1.10,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,makeup set,7,1,14.2857%,$1.09,1.09,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,marc jacobs lipstick,2,1,50.0000%,$1.28,1.28,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,matte lipstick for older women,1,1,100.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,maybelline 930 truffle tease,22,1,4.5455%,$1.32,1.32,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,maybelline lipstick,78,1,1.2821%,$1.21,1.21,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,milani lipstick,20,1,5.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,moira cosmetics,2,1,50.0000%,$1.09,1.09,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,moisture lipstick,5,1,20.0000%,$0.68,0.68,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,natural lipstick for women,2,1,50.0000%,$1.35,1.35,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,nude matte lipstick,1,1,100.0000%,$1.50,1.50,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sbv_pt_cat_omg,Boomstick Trio_Opp_NB_SBV_PT_Categories_OMG,"category=""Lipstick""",-,nudestix blush,2,1,50.0000%,$1.38,1.38,0.00,,0.00,0,0,0.0000%,,,,
