Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,transparent highlighting balm,1,1,100.0000%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,trinny london miracle blur,1,1,100.0000%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,trio stick makeup,1,1,100.0000%,$1.31,1.31,237.00,0.5527%,180.92,3,3,300.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,zoom cosmetics,1,1,100.0000%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,zoosea make up,1,1,100.0000%,$1.31,1.31,79.00,1.6582%,60.31,1,1,100.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,固体香膏,1,1,100.0000%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08s49fm3c""",-,멀티밤스틱,1,1,100.0000%,$1.31,1.31,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom boom cosmetics,2,1,50.0000%,$1.55,1.55,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom by cindy joseph,1,1,100.0000%,$1.43,1.43,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom by cindy joseph cosmetics for eyebrows,1,1,100.0000%,$3.06,3.06,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom contour sticks trio,2,1,50.0000%,$1.53,1.53,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom cosmetic,0,0,,,0.00,28.00,0.0000%,,1,1,,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom cosmetics,16,1,6.2500%,$1.19,1.19,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom makeup for older women,5,1,20.0000%,$0.89,0.89,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom makeup sticks for older women,45,1,2.2222%,$1.61,1.61,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom natural,1,1,100.0000%,$1.23,1.23,28.00,4.3929%,22.76,1,1,100.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom nectar,1,1,100.0000%,$1.62,1.62,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom stick reviews,9,1,11.1111%,$0.80,0.80,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom stick trio,23,1,4.3478%,$0.79,0.79,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom stick trio by cindy joseph for older women,1,1,100.0000%,$1.18,1.18,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,boom stick trio makeup,46,1,2.1739%,$1.40,1.40,56.00,2.5000%,40.00,2,2,200.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,make up for senior women,2,1,50.0000%,$0.47,0.47,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b08s49fm3c""",-,makeup for senior women,5,1,20.0000%,$0.89,0.89,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,highlighter stick makeup,6,1,16.6667%,$1.41,1.41,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07bwj5w43""",-,shimmer stick,9,1,11.1111%,$0.88,0.88,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07h3m7jvk""",-,hourglass blush mini,1,1,100.0000%,$1.18,1.18,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,"asin=""b07h3m7jvk""",-,item beauty blush,0,0,,,0.00,0.00,,,0,0,,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_nb_sb_pt_pcp_converting_omg,"asin=""b00yo3vrho""",-,boom rose blush,1,1,100.0000%,$1.11,1.11,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_p_omg,cream blush,PHRASE,pigmented cream blush,1,1,100.0000%,$1.21,1.21,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_dis_nb_sb_kw_b_omg,nudestix blush stick,BROAD,broomstick rose nude,1,1,100.0000%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_br_sb_kw_e_omg,AMS_Ads_Boomstick Color_B08V1CG1GF_sca_br_sb_kw_e_omg,boom stick blush,EXACT,boom stick blush,10,3,30.0000%,$0.49,1.46,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boom glo,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boom moisturizer,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boom moisturizer for older women,2,2,100.0000%,$1.20,2.40,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boom silk,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boom stick glo,1,1,100.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_br_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b08tzwfbg5""",-,boombycindyjoseph.com,2,1,50.0000%,$1.20,1.20,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b01lhxflaw""",-,pixi blush stix,1,1,100.0000%,$1.03,1.03,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Trio,USD,All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,AMS_Ads_All Products_sca_nb_sb_pt_pcp_converting_storefront spotlight_omg,"asin=""b01lhxflaw""",-,roll on blush,3,1,33.3333%,$1.28,1.28,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,best makeup for seniors,1,1,100.0000%,$1.96,1.96,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,foundation makeup for senior,1,1,100.0000%,$2.64,2.64,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,l'oreal makeup for seniors,1,1,100.0000%,$1.97,1.97,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,makeup for senior women with fair skin,4,1,25.0000%,$1.95,1.95,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 21, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,makeup for seniors,16,2,12.5000%,$1.23,2.46,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,makeup for seniors to make you glow,2,1,50.0000%,$1.98,1.98,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,makeup line for seniors,1,1,100.0000%,$2.33,2.33,28.00,8.3214%,12.02,1,1,100.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_nb_sb_kw_b_omg,senior makeup,BROAD,senior makeup set,1,1,100.0000%,$2.01,2.01,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_br_sb_kw_p_omg,AMS_Ads_Boomstick Trio_B08S49FM3C_dis_br_sb_kw_p_omg,boom boom sticks,PHRASE,boom boom stick one,1,1,100.0000%,$0.52,0.52,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,accessories+for+makeup+vanity,5,1,20.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,boomers makeup,1,1,100.0000%,$0.23,0.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,cold box for makeup,2,1,50.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,collistar makeup,1,1,100.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,finger for makeup,2,1,50.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,holiday. makeup,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,instantly ageless bridal makeup must haves,1,1,100.0000%,$0.22,0.22,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,juvias makeup,0,0,,,0.00,0.00,,,0,0,,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,kaleidos+makeup,3,1,33.3333%,$0.24,0.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,kaleidoscope makeup,2,1,50.0000%,$0.23,0.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup by mario,143,1,0.6993%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup by mario holiday,3,1,33.3333%,$0.24,0.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup for senior females,1,1,100.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup for women offers,215,1,0.4651%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup glow organic,1,1,100.0000%,$0.23,0.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup juvias,0,0,,,0.00,0.00,,,0,0,,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup minis,25,1,4.0000%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup pocket,2,1,50.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup rolls,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,makeup saver,3,1,33.3333%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,popular makeup,10,1,10.0000%,$0.23,0.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,preppy makeup,75,1,1.3333%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,sassy by savannah chrisley makeup nashville,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,school for good and evil makeup,2,1,50.0000%,$0.23,0.23,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,skincare and makeup towel,1,1,100.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,small makeup and skin care,2,1,50.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,smock and meyer makeup vegan,1,1,100.0000%,$0.17,0.17,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,spa makeup stuff,7,1,14.2857%,$0.30,0.30,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Glo,USD,Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,AMS_Ads_Boomstick Glo_B08TZWFBG5_dis_nb_sb_kw_b_omg,makeups,BROAD,sprite makeup,2,1,50.0000%,$0.27,0.27,0.00,,0.00,0,0,0.0000%,,,,
